newspaper,league,date,url
Pittsburg dispatch. [volume],players league,1891-01-08,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-08/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-01-19,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-19/ed-1/seq-2.pdf
Pittsburg dispatch. [volume],players league,1891-01-11,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-11/ed-1/seq-16.pdf
Pittsburg dispatch. [volume],players league,1890-11-11,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-11/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-01/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-11-03,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-03/ed-1/seq-6.pdf
The Jersey City news.,players league,1890-06-04,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-04/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-08-21,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-08-21/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-06-26,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-26/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-07-29,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-07-29/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-08-20,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-08-20/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-08-29,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-08-29/ed-1/seq-3.pdf
Evening journal. [volume],players league,1890-08-04,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-08-04/ed-1/seq-3.pdf
Connecticut western news. [volume],players league,1890-10-08,https://chroniclingamerica.loc.gov/lccn/sn84027718/1890-10-08/ed-1/seq-2.pdf
The press.,players league,1890-10-25,https://chroniclingamerica.loc.gov/lccn/sn87068108/1890-10-25/ed-1/seq-3.pdf
The evening world. [volume],players league,1891-01-16,https://chroniclingamerica.loc.gov/lccn/sn83030193/1891-01-16/ed-3/seq-3.pdf
The evening world. [volume],players league,1890-08-30,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-08-30/ed-4/seq-1.pdf
The Londonderry sifter.,players league,1890-04-10,https://chroniclingamerica.loc.gov/lccn/sn90000523/1890-04-10/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-04-23,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-04-23/ed-1/seq-3.pdf
The morning call. [volume],players league,1890-11-13,https://chroniclingamerica.loc.gov/lccn/sn94052989/1890-11-13/ed-1/seq-1.pdf
The Washington times. [volume],players league,1903-10-19,https://chroniclingamerica.loc.gov/lccn/sn84026749/1903-10-19/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1891-11-19,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-11-19/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1890-02-27,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-27/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1889-11-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-11-20/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-11-21,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-21/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-03-29,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-03-29/ed-1/seq-6.pdf
Omaha daily bee.,players league,1890-11-09,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-11-09/ed-1/seq-13.pdf
Omaha daily bee.,players league,1890-11-23,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-11-23/ed-1/seq-12.pdf
The sun. [volume],players league,1914-12-05,https://chroniclingamerica.loc.gov/lccn/sn83030272/1914-12-05/ed-1/seq-12.pdf
The Washington herald. [volume],players league,1910-09-10,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-10/ed-1/seq-9.pdf
The Jersey City news.,players league,1890-07-03,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-07-03/ed-1/seq-3.pdf
Pittsburg dispatch. [volume],players league,1890-07-04,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-04/ed-1/seq-6.pdf
Morning journal and courier. [volume],players league,1890-09-17,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-09-17/ed-1/seq-3.pdf
The evening world. [volume],players league,1890-09-01,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-01/ed-4/seq-1.pdf
The evening world. [volume],players league,1890-09-03,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-03/ed-4/seq-1.pdf
The Wichita daily eagle. [volume],players league,1890-08-16,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-08-16/ed-1/seq-3.pdf
The evening world. [volume],players league,1890-07-11,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-07-11/ed-4/seq-1.pdf
Pittsburg dispatch. [volume],players league,1890-08-29,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-08-29/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-07-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-20/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-04-23,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-23/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-09-25,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-25/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-01-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-01/ed-1/seq-10.pdf
The Waterbury Democrat. [volume],players league,1934-09-06,https://chroniclingamerica.loc.gov/lccn/sn82014085/1934-09-06/ed-1/seq-12.pdf
The Sunday morning news. [volume],players league,1890-05-18,https://chroniclingamerica.loc.gov/lccn/sn85036014/1890-05-18/ed-1/seq-8.pdf
Waterbury evening Democrat. [volume],players league,1890-07-25,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-07-25/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-07-30,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-07-30/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-05-07,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-05-07/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-07-21,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-07-21/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-07-17,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-07-17/ed-1/seq-1.pdf
The Washington times.,players league,1902-07-17,https://chroniclingamerica.loc.gov/lccn/sn87062245/1902-07-17/ed-1/seq-4.pdf
The evening world. [volume],players league,1915-01-16,https://chroniclingamerica.loc.gov/lccn/sn83030193/1915-01-16/ed-1/seq-6.pdf
The star-independent. [volume],players league,1915-01-21,https://chroniclingamerica.loc.gov/lccn/sn86081330/1915-01-21/ed-1/seq-9.pdf
Los Angeles daily herald. [microfilm reel],players league,1889-11-22,https://chroniclingamerica.loc.gov/lccn/sn85042460/1889-11-22/ed-1/seq-4.pdf
The evening world. [volume],players league,1889-11-16,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-11-16/ed-3/seq-1.pdf
The evening world. [volume],players league,1891-04-22,https://chroniclingamerica.loc.gov/lccn/sn83030193/1891-04-22/ed-3/seq-3.pdf
The evening world. [volume],players league,1891-02-17,https://chroniclingamerica.loc.gov/lccn/sn83030193/1891-02-17/ed-1/seq-6.pdf
Daily Yellowstone journal. [volume],players league,1890-10-05,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-10-05/ed-1/seq-4.pdf
The Bryan daily eagle.,players league,1896-08-20,https://chroniclingamerica.loc.gov/lccn/sn88083938/1896-08-20/ed-1/seq-3.pdf
The Wichita daily eagle. [volume],players league,1890-08-24,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-08-24/ed-1/seq-2.pdf
The Bridgeport evening farmer. [volume],players league,1913-02-08,https://chroniclingamerica.loc.gov/lccn/sn84022472/1913-02-08/ed-1/seq-7.pdf
Daily Yellowstone journal. [volume],players league,1891-01-25,https://chroniclingamerica.loc.gov/lccn/sn86075021/1891-01-25/ed-1/seq-4.pdf
Fort Worth daily gazette.,players league,1890-05-11,https://chroniclingamerica.loc.gov/lccn/sn86064205/1890-05-11/ed-1/seq-2.pdf
Grand Forks herald. [volume],players league,1922-08-26,https://chroniclingamerica.loc.gov/lccn/sn85042414/1922-08-26/ed-1/seq-7.pdf
Pittsburg dispatch. [volume],players league,1889-12-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-14/ed-1/seq-6.pdf
The Seattle post-intelligencer. [volume],players league,1889-11-22,https://chroniclingamerica.loc.gov/lccn/sn83045604/1889-11-22/ed-1/seq-2.pdf
Richmond times-dispatch. [volume],players league,1914-11-15,https://chroniclingamerica.loc.gov/lccn/sn83045389/1914-11-15/ed-1/seq-17.pdf
Richmond times-dispatch. [volume],players league,1914-12-01,https://chroniclingamerica.loc.gov/lccn/sn83045389/1914-12-01/ed-1/seq-4.pdf
Richmond times-dispatch. [volume],players league,1914-12-12,https://chroniclingamerica.loc.gov/lccn/sn83045389/1914-12-12/ed-1/seq-4.pdf
The times dispatch. [volume],players league,1914-10-18,https://chroniclingamerica.loc.gov/lccn/sn85038615/1914-10-18/ed-1/seq-14.pdf
The Jersey City news.,players league,1890-08-13,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-08-13/ed-1/seq-3.pdf
The Alaska citizen.,players league,1914-11-23,https://chroniclingamerica.loc.gov/lccn/sn96060002/1914-11-23/ed-1/seq-3.pdf
Evening journal. [volume],players league,1890-03-03,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-03-03/ed-1/seq-1.pdf
Evening journal. [volume],players league,1890-05-12,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-05-12/ed-1/seq-4.pdf
Evening journal. [volume],players league,1914-10-15,https://chroniclingamerica.loc.gov/lccn/sn85042354/1914-10-15/ed-1/seq-10.pdf
The Cheyenne daily leader. [volume],players league,1890-06-21,https://chroniclingamerica.loc.gov/lccn/sn86072173/1890-06-21/ed-1/seq-4.pdf
Daily Kennebec journal. [microfilm reel],players league,1902-04-14,https://chroniclingamerica.loc.gov/lccn/sn82014248/1902-04-14/ed-1/seq-2.pdf
The Richmond Virginian.,players league,1912-06-13,https://chroniclingamerica.loc.gov/lccn/sn90052005/1912-06-13/ed-1/seq-5.pdf
The Richmond Virginian.,players league,1912-06-19,https://chroniclingamerica.loc.gov/lccn/sn90052005/1912-06-19/ed-1/seq-5.pdf
Daily Kennebec journal. [microfilm reel],players league,1908-08-18,https://chroniclingamerica.loc.gov/lccn/sn82014248/1908-08-18/ed-1/seq-4.pdf
Daily Kennebec journal. [microfilm reel],players league,1907-07-11,https://chroniclingamerica.loc.gov/lccn/sn82014248/1907-07-11/ed-1/seq-4.pdf
The Milwaukee leader. [volume],players league,1914-08-28,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-08-28/ed-1/seq-10.pdf
The Montgomery advertiser. [volume],players league,1914-12-19,https://chroniclingamerica.loc.gov/lccn/sn84020645/1914-12-19/ed-1/seq-9.pdf
The evening world. [volume],players league,1889-12-16,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-16/ed-2/seq-3.pdf
The Wichita daily eagle. [volume],players league,1890-06-01,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-06-01/ed-1/seq-7.pdf
The Washington herald. [volume],players league,1910-03-06,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-03-06/ed-1/seq-30.pdf
Richmond times-dispatch. [volume],players league,1914-12-20,https://chroniclingamerica.loc.gov/lccn/sn83045389/1914-12-20/ed-1/seq-17.pdf
Pittsburg dispatch. [volume],players league,1891-03-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-03-15/ed-1/seq-6.pdf
The Salt Lake tribune. [volume],players league,1913-10-14,https://chroniclingamerica.loc.gov/lccn/sn83045396/1913-10-14/ed-1/seq-8.pdf
Omaha daily bee.,players league,1922-04-19,https://chroniclingamerica.loc.gov/lccn/sn99021999/1922-04-19/ed-1/seq-8.pdf
The sun. [volume],players league,1898-08-28,https://chroniclingamerica.loc.gov/lccn/sn83030272/1898-08-28/ed-1/seq-20.pdf
The morning times. [volume],players league,1896-08-11,https://chroniclingamerica.loc.gov/lccn/sn84024442/1896-08-11/ed-1/seq-3.pdf
Pittsburg dispatch. [volume],players league,1890-06-22,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-22/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1889-12-17,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-17/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-03-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-03-01/ed-1/seq-6.pdf
The Washington times. [volume],players league,1914-11-28,https://chroniclingamerica.loc.gov/lccn/sn84026749/1914-11-28/ed-1/seq-12.pdf
The sun. [volume],players league,1917-12-24,https://chroniclingamerica.loc.gov/lccn/sn83030431/1917-12-24/ed-1/seq-11.pdf
Norwich bulletin. [volume],players league,1914-07-03,https://chroniclingamerica.loc.gov/lccn/sn82014086/1914-07-03/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-05-16,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-05-16/ed-1/seq-3.pdf
The evening star and Newark advertiser. [volume],players league,1907-11-22,https://chroniclingamerica.loc.gov/lccn/sn84020504/1907-11-22/ed-1/seq-11.pdf
The Omaha morning bee. [volume],players league,1923-02-06,https://chroniclingamerica.loc.gov/lccn/sn84024326/1923-02-06/ed-1/seq-9.pdf
The Montgomery advertiser. [volume],players league,1908-04-21,https://chroniclingamerica.loc.gov/lccn/sn84020645/1908-04-21/ed-1/seq-12.pdf
Pittsburg dispatch. [volume],players league,1889-11-28,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-11-28/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-05-26,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-26/ed-1/seq-6.pdf
The sun. [volume],players league,1909-06-20,https://chroniclingamerica.loc.gov/lccn/sn83030272/1909-06-20/ed-1/seq-25.pdf
New-York tribune. [volume],players league,1894-11-29,https://chroniclingamerica.loc.gov/lccn/sn83030214/1894-11-29/ed-1/seq-9.pdf
Pittsburg dispatch. [volume],players league,1891-01-17,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-17/ed-1/seq-6.pdf
The Anaconda standard. [volume],players league,1891-01-17,https://chroniclingamerica.loc.gov/lccn/sn84036012/1891-01-17/ed-1/seq-3.pdf
Waterbury evening Democrat. [volume],players league,1890-08-14,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-14/ed-1/seq-1.pdf
Daily Yellowstone journal. [volume],players league,1890-04-20,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-04-20/ed-1/seq-4.pdf
The Roanoke times. [volume],players league,1890-05-30,https://chroniclingamerica.loc.gov/lccn/sn86071868/1890-05-30/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-04-01,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-04-01/ed-1/seq-22.pdf
The San Francisco call. [volume],players league,1902-11-16,https://chroniclingamerica.loc.gov/lccn/sn85066387/1902-11-16/ed-1/seq-29.pdf
El Paso herald.,players league,1919-05-20,https://chroniclingamerica.loc.gov/lccn/sn88084272/1919-05-20/ed-1/seq-13.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1890-05-18,https://chroniclingamerica.loc.gov/lccn/sn82016373/1890-05-18/ed-1/seq-5.pdf
Worcester morning daily spy.,players league,1898-04-11,https://chroniclingamerica.loc.gov/lccn/sn93058748/1898-04-11/ed-1/seq-6.pdf
Waterbury evening Democrat. [volume],players league,1890-08-12,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-12/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-08-23,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-23/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-05-28,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-05-28/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-06-02,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-06-02/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-07-03,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-07-03/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-08-16,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-16/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-08-26,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-26/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-09-25,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-09-25/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-05-26,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-05-26/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-03-28,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-03-28/ed-1/seq-4.pdf
Dakota County herald.,players league,1914-08-20,https://chroniclingamerica.loc.gov/lccn/2010270500/1914-08-20/ed-1/seq-8.pdf
Arizona republican. [volume],players league,1911-08-05,https://chroniclingamerica.loc.gov/lccn/sn84020558/1911-08-05/ed-1/seq-13.pdf
Phillipsburg herald. [volume],players league,1896-02-27,https://chroniclingamerica.loc.gov/lccn/sn85029677/1896-02-27/ed-1/seq-2.pdf
The daily Gate City. [volume],players league,1915-10-01,https://chroniclingamerica.loc.gov/lccn/sn83025182/1915-10-01/ed-1/seq-6.pdf
The daily state chronicle. [volume],players league,1890-05-23,https://chroniclingamerica.loc.gov/lccn/sn92072977/1890-05-23/ed-1/seq-1.pdf
The daily state chronicle. [volume],players league,1890-04-26,https://chroniclingamerica.loc.gov/lccn/sn92072977/1890-04-26/ed-1/seq-1.pdf
The daily state chronicle. [volume],players league,1890-06-13,https://chroniclingamerica.loc.gov/lccn/sn92072977/1890-06-13/ed-1/seq-4.pdf
The Richmond palladium and sun-telegram. [volume],players league,1922-08-26,https://chroniclingamerica.loc.gov/lccn/sn86058226/1922-08-26/ed-1/seq-8.pdf
Los Angeles herald. [volume],players league,1890-05-01,https://chroniclingamerica.loc.gov/lccn/sn84025968/1890-05-01/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1889-12-05,https://chroniclingamerica.loc.gov/lccn/sn94053256/1889-12-05/ed-1/seq-4.pdf
The Oklahoma City times. [volume],players league,1918-06-04,https://chroniclingamerica.loc.gov/lccn/sn86064187/1918-06-04/ed-1/seq-9.pdf
The evening bulletin. [volume],players league,1891-03-13,https://chroniclingamerica.loc.gov/lccn/sn87060190/1891-03-13/ed-1/seq-1.pdf
Fisherman & farmer. [volume],players league,1890-09-05,https://chroniclingamerica.loc.gov/lccn/sn91068084/1890-09-05/ed-1/seq-7.pdf
